"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 11:49:38 MSK 2024","Thu May 23 11:49:47 MSK 2024","8892","","SelenideSearchTest","","SelenideSearchTest","testIssueSearch","testIssueSearch()",""
